Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów,Pojemność silnika
Kia,Kia Sportage 1.6 GDI 2WD DREAM-TEAM EDITION,69900,PLN,Benzyna,101000,2020,Manualna,1.6
Audi,Audi A4 Avant 2.0 TDI DPF quattro S line Sportpaket,44900,PLN,Diesel,258000,2015,Manualna,2.0
Audi,Audi A3 Sportback 1.6 TDI DPF Ambiente,19999,PLN,Diesel,251515,2009,Manualna,1.6
BMW,BMW X1,65000,PLN,Diesel,175013,2015,Automatyczna,NULL
Ford,Ford Kuga 2.0 TDCi 4x4 ST-Line,64900,PLN,Diesel,167000,2017,Manualna,2.0
Jeep,Jeep Compass 2.0 MultiJet Active Drive Automatik Limited,57800,PLN,Diesel,179000,2020,Automatyczna,2.0
Toyota,Toyota Corolla,73999,PLN,Hybryda,60259,2019,Automatyczna,NULL
Suzuki,Suzuki Jimny,2500,PLN,Benzyna,185000,2002,Manualna,NULL
Mazda,Mazda CX-5 e-SKYACTIV-G 141 AWD Centre-Line,172200,PLN,Benzyna,2,2026,Automatyczna,NULL
Opel,Opel Zafira Tourer 1.4 Turbo Active,23000,PLN,Benzyna+LPG,227000,2012,Manualna,1.4
Kia,Kia Ceed 1.4 CVVT Spirit,34990,PLN,Benzyna,150000,2013,Manualna,1.4
Audi,Audi Q7 3.0 TDI DPF clean diesel Quattro Tiptronic,39900,PLN,Diesel,230000,2009,Automatyczna,3.0
BMW,BMW Seria 5 520d Luxury Line,95000,PLN,Diesel,177687,2021,Automatyczna,NULL
BMW,BMW Z4,28500,PLN,Benzyna,234789,2008,Manualna,NULL
Peugeot,Peugeot 3008 BlueHDi 130 Stop & Start EAT8 Allure Pack,69999,PLN,Diesel,139993,2022,Automatyczna,NULL
Peugeot,Peugeot 5008 BlueHDi 130 Active Pack,69900,PLN,Diesel,149998,2021,Manualna,NULL
Skoda,Skoda Superb 1.5 TSI ACT DSG Style,31500,PLN,Benzyna,111800,2018,Automatyczna,1.5
Mazda,Mazda CX-30 SKYACTIV-X 2.0 M-Hybrid 100th Anniversary,64999,PLN,Benzyna,159996,2021,Manualna,2.0
Skoda,Skoda Octavia 1.6 TDI Ambition,16950,PLN,Diesel,364320,2014,Manualna,1.6
Lexus,Lexus UX 250h GPF F Sport AWD,126900,PLN,Hybryda,68149,2021,Automatyczna,NULL
Audi,Audi A7 Sportback 55 TFSI mHEV Quattro S tronic,89000,PLN,Benzyna,47000,2020,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz CLA 45 AMG 4Matic 7G-DCT,37500,PLN,Benzyna,70266,2016,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz CLS 300 d 9G-TRONIC AMG Line,57900,PLN,Diesel,85343,2020,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa S 560 4Matic 9G-TRONIC,49000,PLN,Benzyna,117000,2019,Automatyczna,NULL
Toyota,Toyota GR86 2.4 Dynamic,49199,PLN,Benzyna,17185,2023,Automatyczna,2.4
Citroën,Citroën C4 Picasso 1.6 HDi X,19700,PLN,Diesel,153000,2012,Manualna,1.6
Fiat,Fiat Croma 1.9 JTD Dynamic,10500,PLN,Diesel,256988,2012,Manualna,1.9
Ford,Ford Mondeo,13900,PLN,Benzyna,216000,2008,Manualna,NULL
Mazda,Mazda CX-5 e-SKYACTIV-G 141 AWD Exclusive-Line,180200,PLN,Benzyna,2,2026,Automatyczna,NULL
Volkswagen,Volkswagen Arteon Shooting Brake 2.0 TDI SCR 4Motion DSG Elegance,99876,PLN,Diesel,173214,2022,Automatyczna,2.0
Ford,Ford Mondeo 2.2 TDCi Black Magic,13999,PLN,Diesel,256900,2010,Manualna,2.2
Skoda,Skoda Kamiq 1.0 TSI Selection DSG,39800,PLN,Benzyna,82500,2024,Automatyczna,1.0
Kia,Kia XCeed 1.6 CRDi EDITION 7,64999,PLN,Diesel,74384,2020,Manualna,1.6
Opel,Opel Astra 1.5 D Start/Stop Automatik Design&Tech,47999,PLN,Diesel,99874,2022,Automatyczna,1.5
Volkswagen,Volkswagen Multivan 2.0 BiTDI L1 Highline,93777,PLN,Diesel,177000,2015,Manualna,2.0
Volkswagen,Volkswagen up!,35500,PLN,Benzyna,56964,2019,Manualna,NULL
Mercedes-Benz,Mercedes-Benz CLS,44000,PLN,Benzyna,266754,2006,Automatyczna,NULL
Opel,Opel Vectra,4000,PLN,Diesel,380000,2005,Manualna,NULL
Peugeot,Peugeot 2008 BlueHDi 110 Active,52999,PLN,Diesel,152474,2021,Manualna,NULL
Toyota,Toyota Corolla 1.8 Hybrid Comfort,52900,PLN,Hybryda,278000,2020,Automatyczna,1.8
Renault,Renault Kadjar Energy TCe 130 Life,33999,PLN,Benzyna,99874,2016,Manualna,NULL
Audi,Audi A4 Avant 40 TFSI mHEV Quattro Advanced S tronic,107899,PLN,Benzyna,89000,2023,Automatyczna,NULL
Ford,Ford Kuga 1.5 EcoBoost FWD Titanium ASS,38900,PLN,Benzyna,185747,2016,Manualna,1.5
Toyota,Toyota Avensis,4300,PLN,Benzyna,313000,2004,Manualna,NULL
Fiat,Fiat Tipo,36900,PLN,Diesel,190000,2019,Manualna,NULL
BMW,BMW X4 xDrive20d mHEV sport,174900,PLN,Diesel,78300,2023,Automatyczna,NULL
BMW,BMW X1 xDrive20d mHEV M Sport sport,174800,PLN,Diesel,47000,2024,Automatyczna,NULL
Peugeot,Peugeot 308 1.5 BlueHDi Allure S&S EAT8,69990,PLN,Diesel,124000,2022,Automatyczna,1.5
Volvo,Volvo XC 60,249900,PLN,Benzyna,20676,2025,Automatyczna,NULL
Ford,Ford Focus 1.6 TDCi Ambiente DPF,3300,PLN,Diesel,395000,2007,Manualna,1.6
Ford,Ford Focus 1.6 Trend,6500,PLN,Benzyna,235000,2007,Manualna,1.6
Renault,Renault Grand Espace Gr 2.0T Privilege,44900,PLN,Benzyna,333250,2013,Manualna,2.0
Land Rover,Land Rover Range Rover Evoque 2.0TD4 SE Dynamic,59999,PLN,Diesel,166000,2017,Automatyczna,2.0
Volkswagen,Volkswagen Passat Variant 2.0 TDI EVO Elegance DSG,142900,PLN,Diesel,56179,2024,Automatyczna,2.0
Volkswagen,Volkswagen Tiguan 2.0 TSI 4Mot R-Line DSG,188900,PLN,Benzyna,7739,2025,Automatyczna,2.0
Suzuki,Suzuki Jimny 1.5 Premium,124000,PLN,Benzyna,25600,2024,Manualna,1.5
Suzuki,Suzuki Grand Vitara 1.9 DDiS De Luxe,15800,PLN,Diesel,220000,2007,Manualna,1.9
Hyundai,Hyundai Tucson 1.6 Turbo 4WD DCT Premium,74900,PLN,Benzyna,100980,2020,Automatyczna,1.6
Nissan,Nissan Qashqai 1.2 DIG-T Xtronic TEKNA+,39800,PLN,Benzyna,160777,2016,Automatyczna,1.2
Opel,Opel Astra 1.0 Turbo Start/Stop Active,28900,PLN,Benzyna,157190,2017,Manualna,1.0
Suzuki,Suzuki Vitara,72000,PLN,Benzyna,30771,2023,Manualna,NULL
Dacia,Dacia Sandero 1.2 16V 75 Live,6600,PLN,Benzyna,200000,2010,Manualna,1.2
Skoda,Skoda Octavia,64900,PLN,Benzyna,128000,2019,Automatyczna,NULL
BMW,BMW Seria 3,202950,PLN,Hybryda Plug-in,59000,2024,Automatyczna,NULL
Volvo,Volvo V40 T3 Drive-E Ocean Race,15000,PLN,Benzyna,157000,2016,Manualna,NULL
Ford,Ford KA 1.2 Start-Stopp-System Champions Edition,12500,PLN,Benzyna,169800,2011,Manualna,1.2
Audi,Audi A3 3-drzwiowe 2.0 TDI Ambiente,12000,PLN,Diesel,280000,2008,Manualna,2.0
Renault,Renault Captur 1.2 Energy TCe Intens EDC EU6,29900,PLN,Benzyna,160000,2016,Automatyczna,1.2
BMW,BMW X5 xDrive40i mHEV sport,345900,PLN,Benzyna,28235,2023,Automatyczna,NULL
Opel,Opel Mokka X,42900,PLN,Benzyna,140000,2019,Manualna,NULL
Mazda,Mazda 6 SKYACTIV-G 165 Exclusive-Line,37500,PLN,Benzyna,246251,2014,Manualna,NULL
Skoda,Skoda Octavia 1.5 TSI mHEV Drive Selection DSG,134900,PLN,Benzyna,5,2026,Automatyczna,1.5
Jaguar,Jaguar XE D180 R-Dynamic S,39900,PLN,Diesel,263100,2016,Automatyczna,NULL
Toyota,Toyota Corolla 1.8 Hybrid GPF Comfort,34900,PLN,Hybryda,89600,2020,Automatyczna,1.8
Audi,Audi Q4 e-tron,248247,PLN,Elektryczny,1,2026,Automatyczna,NULL
Opel,Opel Astra,6000,PLN,Diesel,299980,2008,Manualna,NULL
Alfa Romeo,Alfa Romeo Giulietta 1.6 JTDM 16V Impression,20900,PLN,Diesel,205000,2015,Manualna,1.6
Lexus,Lexus RX,311900,PLN,Hybryda,15652,2025,Automatyczna,NULL
Renault,Renault Modus 1.2 16V Yahoo,9500,PLN,Benzyna,181906,2011,Manualna,1.2
Fiat,Fiat Doblo,14000,PLN,Diesel,180000,2012,Manualna,NULL
Renault,Renault Espace 1.2 E-Tech Full Hybrid 200 Iconic MMT 7os,159900,PLN,Hybryda,23500,2025,Automatyczna,1.2
Renault,Renault Austral 1.2 E-Tech Full Hybrid 200 Esprit Alpine MMT,149900,PLN,Hybryda,20200,2025,Automatyczna,1.2
Renault,Renault Symbioz 1.6 E-Tech Full Hybrid 145 Iconic,114900,PLN,Hybryda,16600,2025,Automatyczna,1.6
Audi,Audi A4 Avant 2.0 TDI,7300,PLN,Diesel,279056,2007,Manualna,2.0
Dacia,Dacia Jogger 1.6 Full Hybrid 140 Expression MMT,78900,PLN,Hybryda,2690,2025,Automatyczna,1.6
Lexus,Lexus UX,193850,PLN,Hybryda,8326,2024,Automatyczna,NULL
Renault,Renault Espace 1.2 E-Tech Full Hybrid 200 esprit Alpine MMT 5os,124900,PLN,Hybryda,43100,2023,Automatyczna,1.2
Opel,Opel Astra 1.6 Cosmo,23900,PLN,Benzyna,130000,2013,Manualna,1.6
Lexus,Lexus RX,349900,PLN,Hybryda,21585,2025,Automatyczna,NULL
Renault,Renault Clio 1.2 16V TCE Dwudziestka,17500,PLN,Benzyna,83000,2011,Manualna,1.2
BMW,BMW X5 xDrive30d mHEV sport,339900,PLN,Diesel,73226,2024,Automatyczna,NULL
Toyota,Toyota Corolla,58500,PLN,Benzyna+CNG,286000,2022,Automatyczna,NULL
Citroën,Citroën C4 Picasso 1.6 VTi Seduction,7900,PLN,Benzyna,193099,2009,Manualna,1.6
Toyota,Toyota Verso 1.6 5-Sitzer Life,18700,PLN,Benzyna,170100,2009,Manualna,1.6
Toyota,Toyota Yaris 1.0 Entry,12500,PLN,Benzyna,72028,2009,Manualna,1.0
Hyundai,Hyundai ix20 1.4 Classic,29999,PLN,Benzyna,154062,2014,Manualna,1.4
Kia,Kia Stonic 1.0 T-GDI L,58900,PLN,Benzyna,48971,2020,Manualna,1.0
Volvo,Volvo V60 D3 Geartronic Inscription,67990,PLN,Diesel,180000,2020,Automatyczna,NULL
Suzuki,Suzuki Vitara 1.6 DDiS (4x4) Allgrip Comfort+,37400,PLN,Diesel,235000,2017,Manualna,1.6
Opel,Opel Insignia 1.6 CDTI S&S,53900,PLN,Diesel,141401,2018,Manualna,1.6
Suzuki,Suzuki Swift 1.2 4x4 Club,21900,PLN,Benzyna,123000,2013,Manualna,1.2
Ford,Ford Fiesta,17900,PLN,Benzyna,178508,2014,Manualna,NULL
Opel,Opel Astra,17900,PLN,Benzyna,129000,2011,Manualna,NULL
Ford,Ford Kuga 2.0 TDCi 4WD Trend,35900,PLN,Diesel,224000,2013,Manualna,2.0
BMW,BMW Seria 4 420d xDrive mHEV M Sport,186500,PLN,Diesel,66969,2024,Automatyczna,NULL
Land Rover,Land Rover Range Rover Sport,389000,PLN,Benzyna,30430,2021,Automatyczna,NULL
Toyota,Toyota Auris 1.6 VVT-i Sol,15500,PLN,Benzyna,180289,2007,Manualna,1.6
BMW,BMW Seria 3 318i,10400,PLN,Benzyna,194000,2007,Manualna,NULL
Fiat,Fiat Panda 1.2 Classic,22900,PLN,Benzyna,90100,2014,Manualna,1.2
Dacia,Dacia Sandero Stepway,52900,PLN,Benzyna,15000,2023,Manualna,NULL
Citroën,Citroën C3,43900,PLN,Benzyna,19000,2023,Manualna,NULL
Peugeot,Peugeot 2008 PureTech 155 EAT8 GT Pack,60900,PLN,Benzyna,57000,2020,Automatyczna,NULL
Renault,Renault Scenic,43900,PLN,Diesel,151000,2016,Manualna,NULL
Ligier,Ligier JS50L,42500,PLN,Diesel,26000,2018,Automatyczna,NULL
Volkswagen,Volkswagen Golf 2.0 TSI 4Motion R DSG,205000,PLN,Benzyna,27273,2024,Automatyczna,2.0
Renault,Renault Captur 0.9 Energy TCe Limited,44500,PLN,Benzyna,43000,2017,Manualna,0.9
Toyota,Toyota RAV4,16600,PLN,Diesel,220000,2012,Manualna,NULL
Toyota,Toyota Supra GR 3.0,189999,PLN,Benzyna,20000,2022,Automatyczna,3.0
Kia,Kia Sportage 1.6 T-GDI L 2WD DCT,127900,PLN,Benzyna,11648,2025,Automatyczna,1.6
Audi,Audi RS6 Avant TFSI mHEV Quattro Tiptronic,389000,PLN,Benzyna,19999,2021,Automatyczna,NULL
Porsche,Porsche Taycan,316842,PLN,Elektryczny,49400,2022,Automatyczna,NULL
Toyota,Toyota C-HR 1.2 T GPF Premium,62850,PLN,Benzyna,87708,2018,Manualna,1.2
BMW,BMW X3,259900,PLN,Diesel,5000,2026,Automatyczna,NULL
Volkswagen,Volkswagen Golf Sportsvan SV 1.6 TDI BMT Comfortline DSG,35900,PLN,Diesel,211000,2015,Automatyczna,1.6
BMW,BMW X5 xDrive30d mHEV sport,319900,PLN,Diesel,29500,2025,Automatyczna,NULL
Ford,Ford Mondeo 2.0 TDCi Titanium,7500,PLN,Diesel,302562,2007,Manualna,2.0
DS Automobiles,DS Automobiles DS 4 1.6 E-Tense Performance Line +,87700,PLN,Hybryda Plug-in,129680,2022,Automatyczna,1.6
Mazda,Mazda CX-30 e-SKYACTIVE X 186 AWD CENTRE-LINE,165500,PLN,Benzyna,2,2026,Automatyczna,NULL
Kia,Kia Carens,8900,PLN,Benzyna,270000,2008,Manualna,NULL
Toyota,Toyota Corolla 1.6 Classic Plus,34950,PLN,Benzyna,266444,2017,Manualna,1.6
Mercedes-Benz,Mercedes-Benz GLA 200 7G-DCT AMG Line,85000,PLN,Benzyna,73000,2018,Automatyczna,NULL
Hyundai,Hyundai i30 1.6 CRDi Comfort,8000,PLN,Diesel,317500,2010,Manualna,1.6
Mitsubishi,Mitsubishi Colt 1.3 Inform,4000,PLN,Benzyna,195247,2005,Manualna,1.3
Peugeot,Peugeot 3008 225 e-EAT8 Allure Pack,73700,PLN,Hybryda Plug-in,152200,2022,Automatyczna,NULL
Subaru,Subaru Impreza 2.0i Exclusive (EyeSight) Lineartronic,34950,PLN,Benzyna,256169,2017,Automatyczna,2.0
Nissan,Nissan Micra 1.2 N-Tec EU6,21900,PLN,Benzyna,102000,2016,Manualna,1.2
Audi,Audi A3 Sportback 2.0 TDI DPF Ambition,27700,PLN,Diesel,240000,2012,Manualna,2.0
Mazda,Mazda CX-30 e-SKYACTIVE G 140 EXCLUSIVE-LINE,157200,PLN,Benzyna,2,2026,Automatyczna,NULL
Fiat,Fiat Tipo 1.4 16v Pop,32000,PLN,Benzyna,124000,2018,Manualna,1.4
Opel,"Opel Vivaro L1H1 2,7t Elegance Business",62999,PLN,Diesel,187233,2016,Manualna,NULL
Jeep,Jeep Renegade 2.0 MultiJet Active Drive Limited,47000,PLN,Diesel,135374,2017,Manualna,2.0
Opel,Opel Astra 1.7 CDTI DPF Active,10900,PLN,Diesel,300000,2012,Manualna,1.7
Peugeot,Peugeot 508 1.6 T Allure,19900,PLN,Benzyna,93100,2014,Manualna,1.6
Nissan,Nissan Micra 1.2 30th Anniversary,10900,PLN,Benzyna,88656,2013,Manualna,1.2
Volkswagen,Volkswagen up! 1.0 move,14500,PLN,Benzyna,156000,2014,Manualna,1.0
Opel,Opel Grandland X 1.2 Start/Stop Design Line,46900,PLN,Benzyna,111000,2018,Manualna,1.2
Suzuki,Suzuki Swift 1.3 Comfort XL,11950,PLN,Benzyna,184000,2008,Manualna,1.3
Kia,Kia Sportage,68500,PLN,Benzyna,97123,2017,Automatyczna,NULL
Peugeot,Peugeot 207,6000,PLN,Diesel,259445,2011,Manualna,NULL
Hyundai,Hyundai i20,59000,PLN,Benzyna,15745,2023,Manualna,NULL
Kia,Kia Sportage,68500,PLN,Benzyna,89084,2018,Manualna,NULL
Opel,Opel Meriva,25000,PLN,Benzyna,155270,2013,Manualna,NULL
Toyota,Toyota Corolla,61499,PLN,Benzyna,91547,2022,Manualna,NULL
Citroën,Citroën DS4,16500,PLN,Diesel,175865,2013,Manualna,NULL
Audi,Audi A4 Limousine,66000,PLN,Diesel,182056,2018,Automatyczna,NULL
Jeep,Jeep Renegade,50000,PLN,Benzyna,97528,2019,Manualna,NULL
Volkswagen,Volkswagen Passat,11500,PLN,Benzyna,177743,2005,Manualna,NULL
Renault,Renault Captur (ENERGY) TCe 90 LIMITED,41800,PLN,Benzyna,125900,2018,Manualna,NULL
Mercedes-Benz,Mercedes-Benz GLE,185000,PLN,Diesel,85000,2018,Automatyczna,NULL
Mazda,Mazda 3,5000,PLN,Benzyna,280000,2005,Manualna,NULL
Toyota,Toyota Corolla 1.8 Hybrid Comfort,99800,PLN,Benzyna+LPG,80146,2023,Automatyczna,1.8
Seat,Seat Arona 1.0 TSI GPF FR S&S,57850,PLN,Benzyna,78675,2019,Manualna,1.0
Mazda,Mazda CX-30 2.0 mHEV Kanjo 2WD,101850,PLN,Benzyna,25084,2021,Manualna,2.0
Opel,Opel Corsa 1.2 T Yes S&S,74900,PLN,Benzyna,2,2026,Manualna,1.2
BMW,BMW X3,37000,PLN,Diesel,192297,2013,Manualna,NULL
Toyota,Toyota Avensis,25500,PLN,Benzyna,174400,2009,Manualna,NULL
Opel,Opel Astra 1.4 Turbo Active,28600,PLN,Benzyna,157000,2015,Manualna,1.4
BYD,BYD Seal 6,156219,PLN,Hybryda Plug-in,10,2026,Automatyczna,NULL
Toyota,Toyota C-HR 1.8 Hybrid Executive,129900,PLN,Hybryda,22300,2024,Automatyczna,1.8
Renault,Renault Twingo SCe 70 Expression,25500,PLN,Benzyna,97000,2017,Manualna,NULL
BMW,BMW Seria 3,24900,PLN,Diesel,580000,2007,Manualna,NULL
Skoda,Skoda Fabia 1.2 TSI Active,32500,PLN,Benzyna,95500,2017,Manualna,1.2
Suzuki,Suzuki Jimny 1.3 Jeans,8900,PLN,Benzyna,180000,1999,Manualna,1.3
Peugeot,Peugeot 508 BlueHDi 130 EAT8 Active Pack,63000,PLN,Diesel,137922,2020,Automatyczna,NULL
Toyota,Toyota Avensis 2.0 D-4D Sol,13900,PLN,Diesel,241000,2012,Manualna,2.0
Volkswagen,Volkswagen Polo 1.2 Trendline,19900,PLN,Benzyna,154066,2013,Manualna,1.2
Kia,Kia Rio 1.0 T-GDI 120 Mild-Hybrid DCT7 Platinum,22900,PLN,Benzyna,52000,2023,Automatyczna,1.0
Opel,Opel Insignia 2.0 CDTI,16800,PLN,Diesel,298765,2013,Manualna,2.0
Peugeot,Peugeot 207 1.4 16V Trendy,7900,PLN,Benzyna,160500,2009,Manualna,1.4
MINI,MINI Countryman One D EU6,21999,PLN,Diesel,176111,2011,Manualna,NULL
Kia,Kia Soul 1.6 CRDI Automatik Dream-Team Edition,29999,PLN,Diesel,165000,2014,Automatyczna,1.6
Kia,Kia Sportage 1.6 CRDI 2WD EDITION 7,27900,PLN,Diesel,124000,2018,Manualna,1.6
Volkswagen,Volkswagen Transporter,29900,PLN,Diesel,236000,2007,Automatyczna,NULL
Opel,Opel Crossland 1.2 T Edition,48900,PLN,Benzyna,85000,2022,Manualna,1.2
Dodge,Dodge Charger 6.4 Scat Pack,139000,PLN,Benzyna,48000,2020,Automatyczna,6.4
Mercedes-Benz,Mercedes-Benz Klasa A,29000,PLN,Diesel,204000,2016,Manualna,NULL
Volkswagen,Volkswagen Golf,37500,PLN,Diesel,165000,2017,Manualna,NULL
Jeep,Jeep Wrangler 2.8 CRD Unlim Rubicon,87500,PLN,Diesel,126016,2011,Automatyczna,2.8
Volkswagen,Volkswagen Polo 1.4 TDI (Blue Motion Technology) Comfortline,17900,PLN,Diesel,192000,2016,Manualna,1.4
Audi,Audi A3 Sportback,10900,PLN,Diesel,203794,2005,Manualna,NULL
Audi,Audi A4 Avant 3.0 TDI Quattro Tiptr,15900,PLN,Diesel,265938,2005,Automatyczna,3.0
Volkswagen,Volkswagen Passat,14900,PLN,Diesel,166746,2007,Manualna,NULL
Fiat,Fiat Freemont 2.0 Multijet 16V DPF Automatik Allrad Black Code,19900,PLN,Diesel,203000,2012,Automatyczna,2.0
Citroën,Citroën C5 2.2 HDi Exclusive,12900,PLN,Diesel,262673,2009,Manualna,2.2
Chevrolet,Chevrolet Aveo,13900,PLN,Diesel,107929,2013,Manualna,NULL
Ford,Ford Tourneo Courier,34500,PLN,Diesel,200429,2019,Manualna,NULL
Fiat,Fiat 500,16900,PLN,Diesel,150464,2011,Manualna,NULL
Volvo,Volvo XC 90,18900,PLN,Diesel,330229,2005,Automatyczna,NULL
BMW,BMW Seria 3,14900,PLN,Benzyna+LPG,227339,2007,Automatyczna,NULL
Audi,Audi A3 3-drzwiowe,9900,PLN,Diesel,240370,2004,Automatyczna,NULL
Opel,Opel Adam 1.2 Open Air,26500,PLN,Benzyna,52845,2015,Manualna,1.2
Renault,Renault Koleos 2.0 dCi FAP 4x4 Expression,9900,PLN,Diesel,198000,2008,Manualna,2.0
Toyota,Toyota Auris,21900,PLN,Benzyna,180000,2011,Manualna,NULL
Volkswagen,Volkswagen Golf,37500,PLN,Benzyna,135171,2013,Automatyczna,NULL
Ford,Ford Fiesta,13900,PLN,Benzyna,109000,2011,Manualna,NULL
Renault,Renault Megane,43900,PLN,Benzyna,126676,2020,Manualna,NULL
Fiat,Fiat Panda 1.3 Multijet Easy S&S,34900,PLN,Diesel,67603,2016,Manualna,1.3
Skoda,Skoda Roomster,8900,PLN,Benzyna,212000,2008,Manualna,NULL
Lexus,Lexus RX 350h Prestige,235000,PLN,Hybryda,24800,2024,Automatyczna,NULL
Volkswagen,Volkswagen Polo 1.2 12V Basis,5043,PLN,Benzyna,159682,2002,Manualna,1.2
Mercedes-Benz,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,149000,PLN,Benzyna,43450,2023,Automatyczna,NULL
BMW,BMW Seria 5 520d xDrive MHEV Sport,129500,PLN,Diesel,151800,2023,Automatyczna,NULL
Audi,Audi A3 Sportback,12500,PLN,Diesel,266000,2006,Manualna,NULL
Mercedes-Benz,Mercedes-Benz EQE 350 89kWh 4-Matic AMG Line,259900,PLN,Elektryczny,50566,2023,Automatyczna,NULL
Bestune,Bestune T77 1.5T Elegance DCT,99000,PLN,Benzyna,2152,2025,Automatyczna,1.5
Bestune,Bestune B70,109000,PLN,Benzyna,2800,2025,Automatyczna,NULL
Toyota,Toyota Prius+ Hybrid 135 Prestige,52000,PLN,Benzyna+LPG,440000,2018,Automatyczna,NULL
Volkswagen,Volkswagen Passat,8800,PLN,Benzyna,134000,2001,Manualna,NULL
Skoda,Skoda Superb 1.5 TSI Ambition DSG,59900,PLN,Benzyna,171201,2019,Automatyczna,1.5
Bestune,Bestune T90,119000,PLN,Benzyna,2033,2025,Automatyczna,NULL
Mazda,Mazda 3 1.6 Active +,7900,PLN,Benzyna,224262,2006,Manualna,1.6
Mercedes-Benz,Mercedes-Benz GLA,53000,PLN,Diesel,152000,2015,Manualna,NULL
BMW,BMW Seria 1,8200,PLN,Benzyna,288902,2005,Manualna,NULL
Mazda,Mazda 3 2.0 mHEV Kai,77850,PLN,Benzyna,87243,2022,Manualna,2.0
Citroën,Citroën C5X,69800,PLN,Benzyna,46000,2023,Automatyczna,NULL
Citroën,Citroën C4 1.5 BlueHDi Feel Pack S&S,63800,PLN,Diesel,83000,2023,Manualna,1.5
Mazda,Mazda CX-30 e-SKYACTIVE X 186 AWD EXCLUSIVE-LINE,158500,PLN,Benzyna,2,2025,Automatyczna,NULL
Mitsubishi,Mitsubishi Colt,9500,PLN,Benzyna+LPG,265382,2006,Manualna,NULL
Citroën,Citroën C4X,77800,PLN,Benzyna,21000,2024,Automatyczna,NULL
Opel,Opel Corsa 1.2 16V Enjoy,13700,PLN,Benzyna,222022,2014,Manualna,1.2
Citroën,Citroën C5X,68800,PLN,Benzyna,42000,2023,Automatyczna,NULL
Renault,Renault Scenic ENERGY dCi 110 EXPERIENCE,42800,PLN,Diesel,142000,2018,Manualna,NULL
Volvo,Volvo V40,34900,PLN,Diesel,169900,2013,Manualna,NULL
Kia,Kia Sportage 1.6 GDI L 2WD,44800,PLN,Benzyna,107000,2014,Manualna,1.6
Suzuki,Suzuki SX4,45700,PLN,Diesel,203024,2017,Manualna,NULL
Mercedes-Benz,Mercedes-Benz Klasa A 250 4Matic 7G-DCT,55900,PLN,Benzyna,193710,2015,Automatyczna,NULL
Toyota,Toyota Corolla,65000,PLN,Hybryda,65750,2019,Automatyczna,NULL
Dacia,Dacia Jogger,59850,PLN,Benzyna+LPG,71599,2023,Manualna,NULL
Opel,Opel Grandland X,64900,PLN,Benzyna,94000,2022,Manualna,NULL
BMW,BMW Seria 3,24900,PLN,Diesel,277500,2007,Manualna,NULL
Mazda,Mazda CX-7,8000,PLN,Benzyna,180000,2009,Automatyczna,NULL
Opel,Opel Zafira Tourer 1.4 Turbo Innovation,27900,PLN,Benzyna,152000,2013,Manualna,1.4
Peugeot,Peugeot 208 Blue-HDi 100 Stop&Start Style,23900,PLN,Diesel,158000,2017,Manualna,NULL
Ford,Ford Kuga 2.5 Duratec FHEV ST-LINE X,97850,PLN,Hybryda,68965,2023,Automatyczna,2.5
BMW,BMW Seria 3 318i Sport Line,52900,PLN,Benzyna,193158,2016,Automatyczna,NULL
Renault,Renault Twingo,10900,PLN,Benzyna,138000,2012,Manualna,NULL
Renault,Renault Arkana 1.3 TCe mHEV Evolution EDC,89850,PLN,Benzyna,18672,2024,Automatyczna,1.3
Ford,Ford Mustang,80000,PLN,Benzyna,136728,2017,Automatyczna,NULL
Audi,Audi A6 Avant 45 TFSI mHEV Quattro Sport S tronic,194899,PLN,Benzyna,20000,2025,Automatyczna,NULL
Chevrolet,Chevrolet Aveo,12800,PLN,Benzyna,166000,2013,Manualna,NULL
Hyundai,Hyundai Tucson,65900,PLN,Diesel,97750,2019,Manualna,NULL
Hyundai,Hyundai Tucson,54900,PLN,Benzyna,132503,2016,Manualna,NULL
Volvo,Volvo V60 D3 Inscription,64900,PLN,Diesel,295000,2018,Automatyczna,NULL
Audi,Audi Q7 3.0 TDI DPF clean diesel Quattro Tiptronic,74500,PLN,Diesel,187000,2012,Automatyczna,3.0
Audi,Audi A5 Sportback,40900,PLN,Benzyna,146000,2013,Automatyczna,NULL
Ford,Ford Mondeo,73900,PLN,Diesel,132000,2020,Automatyczna,NULL
Volvo,Volvo V60 D3 Momentum Pro,75850,PLN,Diesel,135663,2019,Manualna,NULL
Alfa Romeo,Alfa Romeo Junior 54kWh,133900,PLN,Elektryczny,1,2026,Automatyczna,NULL
Opel,Opel Astra 1.4 Turbo Innovation,44999,PLN,Benzyna,179000,2018,Manualna,1.4
BMW,BMW Seria 5 520d,16500,PLN,Diesel,248000,2007,Manualna,NULL
Seat,Seat Leon 2.0 TDI DPF DSG Stylance,8999,PLN,Diesel,360820,2006,Automatyczna,2.0
Kia,Kia XCeed 1.6 T-GDI XL DCT,68000,PLN,Benzyna,115200,2019,Automatyczna,1.6
